span,depth,xSectMax,objectClass,shape,mass,diameter,xSectMin,width,mission,vimpelId,cosparId,predDecayDate,cataloguedFragments,satno,height,xSectAvg,firstEpoch,active,name,onOrbitCataloguedFragments,constellationDiscosID
4.8,,6.89406208390246,Rocket Body,Cyl,600.0,1.4,1.539380400259,,,,1964-083A,3164-09-11,0,953,4.8,6.04756585816035,1964-12-13,,Able-Star (Thor-Ablestar),0,
0.74,,0.670670291574034,Payload,Oct Cyl,68.38,0.74,0.387211673377753,,Civil Science,,1966-034A,2045-09-10,0,2150,0.74,0.612720731815123,1966-04-22,,OV3 1,0,
6.3,,9.61380801334893,Rocket Body,Cyl,600.0,1.5,1.76714586764426,,,,1971-110B,2554-09-23,0,5679,6.3,8.30558557792802,1971-12-14,,Agena D (Thorad-Agena D),0,
4.2,,11.048620352157,Rocket Body,Cyl,1434.0,2.4,4.5238934211693,,,,1972-043B,2111-12-23,0,6061,4.2,10.1787601976309,1972-06-23,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1972-057E,8492-09-21,0,6121,0.8,0.5883,1972-07-20,,Cosmos-508,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1972-057G,9519-08-07,0,6123,0.8,0.5883,1972-07-20,,Cosmos-510,0,
5.8,,7.65593796151863,Payload,Cone + Cyl,1250.0,1.3,1.32732289614169,,Defense Sigint,,1974-029A,3113-03-07,0,7291,5.8,6.5855636000876,1974-05-15,,Cosmos-651 (NPP),0,
4.5,,6.48534440231986,Payload,Cyl + 2 Pan,1500.0,1.4,1.539380400259,,Defense Weather,,1975-064A,2467-11-29,0,8026,4.5,5.71769862953342,1975-07-11,,Meteor 2-1,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1977-079B,7380-08-03,0,10286,0.8,0.5883,1977-08-24,,Cosmos-940,0,
,,,Payload Mission Related Object,,,,,,,,1978-105D,2029-10-31,0,11114,,,1978-11-16,,Cosmos-1048 operational debris (yo-yo weights),0,
5.0,,11.0565168943276,Payload,Cyl,802.78,2.1,3.46360590058275,,Defense Navigation,,1979-046A,2658-05-19,0,11378,5.0,9.97848366596458,1979-05-31,,Cosmos-1104,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1980-058A,7510-04-30,0,11875,0.8,0.5883,1980-07-09,,Cosmos-1192,0,
3.8,,11.2161926307438,Rocket Body,Cyl,1427.16,2.6,5.30929158456675,,,,1983-109B,2167-09-10,0,14453,3.8,10.4143796466502,1983-10-28,,Vostok 8A92M-2 (Vostok SL-3 (A-1)),0,
,,,Payload Fragmentation Debris,,,,,,,,1976-126BT,2417-01-17,0,15555,,,1976-12-27,,Cosmos-886 fragmentation debris,0,
10.4,,42.2826001059582,Rocket Body,Cyl,8225.97,3.9,11.9459060652752,,,,1985-097B,2650-04-20,0,16182,10.4,37.8287025400381,1985-10-22,,Zenit-2 second stage,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1986-002A,9011-07-20,0,16449,0.8,0.5883,1986-01-09,,Cosmos-1716,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1986-002E,8226-04-18,0,16453,0.8,0.5883,1986-01-09,,Cosmos-1720,0,
5.0,,11.0565168943276,Payload,Cyl,802.78,2.1,3.46360590058275,,Defense Navigation,,1987-087A,2625-08-16,0,18402,5.0,9.97848366596458,1987-10-14,,Cosmos-1891,0,
,,0.1887,Payload,Oct Cyl + 4 Pan + 1 Ant,58.47,0.46,0.1062,,Defense Navigation,,1988-074B,5692-10-05,0,19420,0.25,0.1628,1988-08-25,,OSCAR 31,0,
6.57,,16.4041286170921,Rocket Body,Cyl,1421.21,2.4,4.5238934211693,,,,1989-025J,9999-12-31,0,19910,6.57,14.6461049510356,1989-03-24,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
10.4,,42.2826001059582,Rocket Body,Cyl,8225.97,3.9,11.9459060652752,,,,1990-046B,2666-04-30,0,20625,10.4,37.8287025400381,1990-05-22,,Zenit-2 second stage,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1991-009A,8757-09-11,0,21100,0.8,0.5883,1991-02-12,,Cosmos-2125,0,
5.97,,15.2988933574707,Rocket Body,Cyl + Cone,942.52,2.44,4.67594650560305,,,,1991-037B,2058-01-20,0,21393,5.97,13.7787112193795,1991-05-29,,Delta II second stage (Delta 7925),0,
,,,Rocket Fragmentation Debris,,,,,,,,1992-093BP,2147-10-13,0,22374,,,1992-12-26,,Zenit-2 fragmentation debris,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1994-011B,9999-12-31,0,23000,1.6,1.25663706143592,1994-02-12,,Cosmos-2269,0,
,,,Rocket Mission Related Object,,,,,,,,1994-023C,2325-03-08,0,23089,,,1994-04-23,,Zenit-2 satellite ejection unit,0,
6.57,,16.4041286170921,Rocket Body,Cyl,1421.21,2.4,4.5238934211693,,,,1996-004B,2702-10-08,0,23774,6.57,14.6461049510356,1996-01-16,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1998-036A,9999-12-31,0,25363,1.6,1.25663706143592,1998-06-15,,Cosmos-2352,0,
5.9,,15.1363566198495,Rocket Body,Cyl + Cone,919.0,2.44,4.67594650560305,,,,1999-003B,2037-08-06,0,25619,5.9,13.6445652130712,1999-02-07,,Delta II second stage (Delta 7426),0,
,,,Rocket Fragmentation Debris,,,,,,,,2001-049MW,2026-01-08,0,27538,,,2001-12-19,,PSLV fragmentation debris,0,
2.5,,4.93413760143017,Payload Mission Related Object,Cyl,10.0,2.5,0.5,,,,2005-031D,2026-03-05,0,28812,0.2,2.84706834231575,2005-08-23,,OICETS operational debris (adapter),0,
7.0,,2.1324,Payload,Cyl + 1 Ant,280.0,0.8,1.5721,,Civil Communications,,2005-048A,9999-12-31,0,28908,1.6,1.79827132352941,2005-12-21,True,Gonets-D1M 1,0,5
,,,Rocket Fragmentation Debris,,,,,,,,2006-050BS,2035-12-05,0,29600,,,2006-11-04,,Delta 4M fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025AAE,2222-02-19,0,30317,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025AKT,2033-11-02,0,30553,,,2007-01-11,,Fengyun 1C debris,0,
0.2,0.2,0.0692820323027551,Payload,Box,12.0,,0.04,0.2,Civil Communications,,2007-012H,2048-09-24,0,31124,0.2,0.06,2007-04-17,True,SaudiComsat-5,0,
1.0,1.0,1.50996688705415,Payload,Box,152.0,,0.8,0.8,Commercial Imaging,,2008-040E,2039-05-31,0,33316,1.0,1.3,2008-08-29,,Choros (RapidEye-4),0,
,,,Payload Fragmentation Debris,,,,,,,,1993-036JZ,2033-05-02,0,34062,,,2009-02-10,,Cosmos-2251 fragmentation debris,0,
0.3,0.3,0.155884572681199,Payload,Box,10.0,,0.09,0.3,Amateur Technology,,2011-058D,2291-11-29,0,37841,0.3,0.135,2011-10-12,True,SRMSAT,0,
,,,Payload Mission Related Object,Cone,,,,,,,2013-037E,2032-11-20,0,39212,,,2013-07-19,,SJ-15 operational debris (adapter),0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Commercial Science,,2014-033Q,2029-08-01,0,40024,0.1,0.015,2014-06-19,True,NanoSatC-Br 1,0,
4.0,0.2,0.0489897948556636,Payload,Box + 1 Truss,10.0,,0.02,0.2,Civil Communications,,2014-034B,2032-02-21,0,40054,0.1,0.04,2014-06-30,,AISat-1,0,
7.0,,2.1324,Payload,Cyl + 1 Ant,225.0,0.8,1.5721,,Civil Communications,,2015-020B,9999-12-31,0,40553,1.6,1.79827132352941,2015-03-31,True,Gonets-M No. 22,0,5
7.0,,2.06674254341404,Payload,Cyl + 1 Ant,225.0,0.8,0.502654824574367,,Defense Communications,,2015-050C,9999-12-31,0,40922,1.6,1.58330372810258,2015-09-23,True,Cosmos-2509,0,
,,,Payload Fragmentation Debris,,,,,,,,2000-055AW,2070-04-08,0,41087,,,2015-11-25,,NOAA 16 fragmentation debris,0,
7.49,,26.1861808881307,Rocket Body,Cyl,4000.0,3.3,8.55298599939821,,,,2017-085D,2030-01-01,0,43084,7.5,23.715097543786,2017-12-26,,L-55 (YF24) (Long March (CZ) 2C),0,
3.0,,9.27172434234942,Rocket Mission Related Object,Cyl + Cone,200.0,3.0,6.0,,,,2018-077C,2037-04-26,0,43644,2.0,8.24668071567321,2018-10-10,,YG-32 Adapter,0,
,,,Payload Fragmentation Debris,,,,,,,,2019-039H,2034-01-17,0,44631,,,2019-09-30,,Cosmos-2536 debris,0,
5.0,1.0,4.0496,Payload,Trap Box + 2 Pan,148.0,,1.4342,1.0,Commercial Communications,,2020-008S,3804-11-07,0,45147,1.3,2.95680294117647,2020-02-14,True,OneWeb 0040,0,7
,,,Rocket Fragmentation Debris,,,,,,,,1991-056C,8230-08-14,0,45266,,,2020-02-12,,Tsyklon 3-3 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1991-056L,7767-11-27,0,45274,,,2020-02-12,,Tsyklon 3-3 debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-019AN,2057-12-23,0,45396,0.1,13.5615,2020-03-26,True,Starlink 1303,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-019AV,2049-04-28,0,45403,0.1,13.5615,2020-03-26,True,Starlink 1259,0,251
5.0,1.0,4.0496,Payload,Trap Box + 2 Pan,148.0,,1.4342,1.0,Commercial Communications,,2020-020E,3750-10-23,0,45428,1.3,2.95680294117647,2020-03-21,True,OneWeb 0061,0,7
5.0,1.0,4.0496,Payload,Trap Box + 2 Pan,148.0,,1.4342,1.0,Commercial Communications,,2020-020X,3750-12-18,0,45445,1.3,2.95680294117647,2020-03-22,True,OneWeb 0029,0,7
,,5.3031,Payload,Hex Cyl + 2 Pan + 1 Dish,628.0,1.0,0.6495,,Civil Radar Imaging,,2020-081A,2034-11-08,0,46905,2.0,2.9101,2020-11-07,True,RISAT-2BR2,0,
0.3,0.1,0.0435889894354067,Payload,Box,4.0,,0.01,0.1,Defense Communications,,2021-023E,2025-11-06,0,47969,0.3,0.035,2021-03-22,True,Gunsmoke-J 3,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-027AZ,2077-04-21,0,48139,0.1,13.5615,2021-04-13,True,Starlink 2482,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-041B,2078-12-30,0,48554,0.1,13.5615,2021-05-24,True,Starlink 2139,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-041D,2058-03-06,0,48556,0.1,13.5615,2021-05-24,True,Starlink 2151,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-041BD,2069-01-06,0,48604,0.1,13.5615,2021-05-24,True,Starlink 2757,0,251
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2021-075G,4198-08-12,0,49081,1.3,2.03175274719254,2021-08-24,True,OneWeb 0291,0,7
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2021-075U,4197-01-17,0,49093,1.3,2.03175274719254,2021-08-24,True,OneWeb 0305,0,7
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-082AW,2032-05-20,0,49174,0.1,13.5615,2021-09-20,True,Starlink 3047,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-115P,2078-02-27,0,49737,0.1,13.5615,2021-12-08,True,Starlink 3225,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-001AZ,2066-06-16,0,50850,0.1,13.5615,2022-01-11,True,Starlink 3312,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-029AY,2070-02-10,0,52134,0.1,13.5615,2022-03-22,True,Starlink 3721,0,254
7.49,,26.1861808881307,Rocket Body,Cyl,4000.0,3.3,8.55298599939821,,,,2022-082D,2024-05-01,0,53131,7.5,23.715097543786,2022-07-16,,L-55 (YF24) (Long March (CZ) 2C),0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-083BE,2098-08-28,0,53184,0.1,13.5615,2022-07-21,True,Starlink 4257,0,254
3.0,,4.11968276334744,Payload,Cyl + 2 Pan,547.0,1.3,1.32732289614169,,Defense Technology,,2022-089A,2025-05-22,0,53323,3.0,3.72671428532089,2022-08-02,True,Cosmos-2558,0,
,,,Other Debris,,,,,,,,2022-151M,2139-07-13,0,54270,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151CX,2043-06-03,0,54352,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151DH,2141-09-17,0,54385,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151GT,2057-11-18,0,54467,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151JC,2089-05-21,0,54500,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151LW,2124-06-08,0,54570,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151MM,2046-03-12,0,54585,,,2022-11-12,,CZ-6A debris,0,
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2023-004AC,4202-06-01,0,55166,1.3,2.03175274719254,2023-01-10,True,Oneweb 0625,0,7
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-028AB,2068-10-15,0,55766,0.2,11.0874666666667,2023-03-08,True,Starlink 5599,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-037A,2090-07-12,0,55914,0.2,11.0874666666667,2023-03-22,True,Starlink 5856,0,252
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2023-043T,4028-03-31,0,56063,1.3,2.03175274719254,2023-03-28,True,OneWeb 0574,0,7
0.4,0.2,0.126030046993503,Payload,Box + 2 Pan,10.0,,0.04,0.2,Commercial Imaging,,2023-054AZ,2034-08-06,0,56225,0.3,0.0924,2023-04-15,True,EPICHyper-1,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,300.0,,0.56,2.8,Commercial Communications,,2023-058G,2147-08-22,0,56323,0.2,11.0874666666667,2023-05-03,True,Starlink 6035,0,253
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061BA,2169-08-26,0,56422,0.2,11.0874666666667,2023-05-11,True,Starlink 6236,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061BB,2058-10-05,0,56423,0.2,11.0874666666667,2023-05-11,True,Starlink 6239,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-078N,2080-04-03,0,56779,0.2,11.0874666666667,2023-06-06,True,Starlink 6231,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-078W,2058-03-06,0,56787,0.2,11.0874666666667,2023-06-06,True,Starlink 6326,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-078AM,2093-05-17,0,56802,0.2,11.0874666666667,2023-06-06,True,Starlink 6070,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-083U,2087-02-22,0,56894,0.2,11.0874666666667,2023-06-20,True,Starlink 6144,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-088T,2056-02-26,0,57065,0.2,11.0874666666667,2023-07-02,True,Starlink 5830,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-088U,2080-02-17,0,57066,0.2,11.0874666666667,2023-07-02,True,Starlink 5827,0,255
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-129L,2069-03-02,0,57708,0.3,33.8838666666667,2023-09-06,True,Starlink 30315,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-131C,2067-05-27,0,57734,0.3,33.8838666666667,2023-09-12,True,Starlink 30365,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-148N,2035-07-24,0,57947,0.3,33.8838666666667,2023-09-29,True,Starlink 30706,0,257
0.3,0.1,0.0435889894354067,Payload,Box + Cone,5.0,,0.01,0.1,Amateur Technology,,1998-067WD,2024-07-29,0,58612,0.3,0.035,2023-12-19,True,BEAK,0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Technology,,1998-067WE,2024-04-15,0,58613,0.1,0.015,2023-12-19,True,Clark-Sat-1,0,
,,,Rocket Fragmentation Debris,,,,,,,,1961-015M,2043-05-19,0,127,,,1961-06-29,,Thor Ablestar fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1961-015DN,2333-07-19,0,336,,,1961-06-29,,Thor Ablestar fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1961-015EE,2451-01-30,0,405,,,1961-06-29,,Thor Ablestar fragmentation debris,0,
6.3,,9.61380801334893,Rocket Body,Cyl + 1 Nozzle,705.0,1.5,1.76714586764426,,,,1964-004B,3468-08-12,0,741,6.3,8.30558557792802,1964-01-25,,Agena B (Thor-Agena B),0,
30.0,,21.7977635676043,Payload,Oct Cyl + 4 Pan + 1 Rod,50.8,0.457,0.107242088374845,,Defense Navigation,,1967-034A,2124-12-06,6,2754,0.254,7.56512339366283,1967-04-14,,"Transit 15 (NNS 30120, OPS 0100)",1,
4.2,,11.048620352157,Rocket Body,Cyl,1434.0,2.4,4.5238934211693,,,,1967-045B,2076-03-06,0,2802,4.2,10.1787601976309,1967-05-15,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
6.3,,9.61380801334893,Rocket Body,Cyl + 1 Nozzle,600.0,1.5,1.76714586764426,,,,1967-053B,2326-09-29,0,2825,6.3,8.30558557792802,1967-05-31,,Agena B (Thor-Agena D),0,
,,,Rocket Mission Related Object,,,,,,,,1966-041E,2148-02-13,0,3591,,,1966-05-19,,Scout A operational debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1969-070C,2158-10-29,0,4084,,,1969-09-06,,Cosmos-292 debris,0,
5.8,,7.65593796151863,Payload,Cone + Cyl,1250.0,1.3,1.32732289614169,,Defense Sigint,,1970-079A,3101-02-17,0,4564,5.8,6.5855636000876,1970-10-03,,Cosmos-367 (NPP) (reactor section),0,
4.2,,11.048620352157,Rocket Body,Cyl,1434.0,2.4,4.5238934211693,,,,1970-083B,2069-11-13,0,4579,4.2,10.1787601976309,1970-10-12,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
,,,Payload Fragmentation Debris,,,,,,,,1970-089W,2082-12-02,0,5020,,,1970-10-23,,Cosmos-374 fragmentation debris,0,
11.3,,26.2535701400343,Payload,Cyl + 2 Pan,1486.62,1.5,1.76714586764426,,Defense Sci/Tech,,1971-089A,2089-05-10,0,5560,9.59,16.1421921809611,1971-10-17,,Astex,0,
1.8,1.8,2.54469004940773,Payload,Oct Ell,396.43,,2.12057504117311,1.5,Civil Science,,1971-119A,2045-12-20,2,5729,1.8,2.26726945311672,1971-12-27,,Aureole 1,0,
17.0,17.0,2.0106,Payload,Sphere + 2 Pan,644.2,,2.0106,1.6,Defense Geodetic,,1972-019A,9999-12-31,0,5905,3.0,2.0106,1972-03-25,,Cosmos-480,0,
,,,Rocket Fragmentation Debris,,,,,,,,1973-086V,9999-12-31,0,7029,,,1973-12-28,,Delta 300 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1973-086EB,9123-07-29,0,7163,,,1973-12-28,,Delta 300 fragmentation debris,0,
4.2,,11.048620352157,Rocket Body,Cyl,1434.0,2.4,4.5238934211693,,,,1975-086J,9999-12-31,0,8295,4.2,10.1787601976309,1975-09-17,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077AD,5442-06-16,0,10708,,,1977-12-24,,Delta 2310 debris,0,
3.0,,6.77271026997976,Payload,Cyl + 2 Pan,743.31,2.0,3.14159265358979,,Defense Communications,,1978-105A,2235-03-29,0,11111,3.0,6.28318530717959,1978-11-16,,Cosmos-1048,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1981-074G,7526-09-12,0,12642,0.8,0.5883,1981-08-06,,Cosmos-1293,0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1982-059B,2067-02-09,0,13272,2.7,7.35132680940012,1982-06-10,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1983-061B,2066-09-10,0,14148,2.7,7.35132680940012,1983-06-22,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
,,,Payload Fragmentation Debris,,,,,,,,1981-053JX,2038-05-21,0,14925,,,1981-07-24,,Cosmos-1275 debris,0,
5.0,,11.0565168943276,Payload,Cyl,802.78,2.1,3.46360590058275,,Defense Navigation,,1985-022A,2594-10-23,0,15597,5.0,9.97848366596458,1985-03-14,,Cosmos-1634,0,
13.14,,16.7504,Payload,Cyl + 1 Ant,1982.16,1.35,6.016,,Defense Sigint,,1986-018A,2026-05-29,0,16611,3.2,13.217,1986-02-19,,Cosmos-1733,0,
1.5,,0.775276171561951,Rocket Body,Cyl,23.79,0.5,0.196349540849362,,,,1986-088B,2276-05-21,0,17071,1.5,0.687223392972767,1986-11-14,,Altair 3 (Scout G-1),0,
,,,Rocket Debris,,,,,,,,1986-052F,2034-10-03,0,18274,,,1986-07-16,,Cosmos-3M debris,0,
30.0,,21.7977635676043,Payload,Oct Cyl + 4 Pan + 1 Rod,64.0,0.457,0.107242088374845,,Defense Navigation,,1988-033B,2156-04-27,0,19071,0.254,7.56512339366283,1988-04-26,,"OSCAR 32 (NNS 30320, SOOS 3B, NIMS 32)",0,
,,,Payload Mission Related Object,,,,,,,,1988-102J,2836-02-04,0,20301,,,1988-11-23,,Cosmos-1980 operational debris,0,
13.1,,58.1717950017472,Payload,Cyl + 2 Pan,11258.67,4.3,14.5220120412188,,Civil Astronomy,,1990-037B,2034-04-18,0,20580,13.1,51.5024845647877,1990-04-24,True,Hubble Space Telescope,0,
,,,Rocket Mission Related Object,,,,,,,,1990-046D,2335-08-26,0,20627,,,1990-05-22,,Zenit-2 operational debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1990-081AN,2026-03-08,0,20878,,,1990-10-04,,CZ-4 third stage (L-14) fragmentation debris,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1990-114C,9999-12-31,0,21030,1.6,1.25663706143592,1990-12-22,,Cosmos-2116,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1990-114D,9999-12-31,0,21031,1.6,1.25663706143592,1990-12-22,,Cosmos-2117,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1991-009B,8928-02-22,0,21101,0.8,0.5883,1991-02-12,,Cosmos-2126,0,
,,,Payload Fragmentation Debris,,,,,,,,1976-067BY,4327-06-23,0,21128,,,1977-09-29,,Cosmos-839 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1975-052Y,4141-09-09,0,21287,,,1991-05-01,,Delta 2910 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1992-093DJ,2322-01-24,0,22417,,,1992-12-26,,Zenit-2 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1993-016S,2356-09-01,0,22608,,,1993-03-28,,Zenit-2 fragmentation debris,0,
6.5,0.4,1.05177505415263,Payload,Box + 1 Ant,50.0,,0.16,0.4,Civil Com/Imaging,,1993-061F,2180-12-20,0,22828,0.7,0.632,1993-09-26,,Uribyol 2 (Kitsat B),0,
7.0,,2.06674254341404,Payload,Cyl + 1 Ant,225.0,0.8,0.502654824574367,,Defense Communications,,1996-009D,9999-12-31,0,23790,1.6,1.58330372810258,1996-02-19,,Cosmos-2328,0,
11.0,,29.088633125844,Rocket Body,Cyl,1240.0,2.6,5.30929158456675,,,,1999-064C,2029-07-22,0,25979,11.0,25.1170332654504,1999-12-03,,H10 (Ariane 40 H10),0,
,,,Rocket Fragmentation Debris,,,,,,,,1999-057GP,2058-03-19,0,26306,,,2000-03-11,,CZ-4B third stage (L-14B) fragmentation debris,0,
9.9,,30.9588864892251,Rocket Body,Cyl + Cone,4500.0,3.04,7.25833566685386,,,,2000-047B,2034-08-25,0,26474,9.9,27.2665109590365,2000-08-17,,Titan IV second stage (Titan IVB),0,
7.0,1.9,16.1048702354781,Payload,Box + 1 Pan,1403.0,,3.61,1.9,Civil Weather,,2000-055A,2238-11-08,457,26536,4.2,11.2180666666667,2000-09-21,,NOAA 16,439,
2.9,2.9,6.6052,Rocket Mission Related Object,Cone,50.0,,1.45,2.9,,,2002-024D,2125-02-17,0,27433,1.0,3.6572,2002-05-15,,CZ-4B operational debris (adapter),0,
7.0,,1.37515885361215,Payload,Cyl + 1 Arm,225.0,0.8,0.502654824574367,,Defense Communications,,2003-037B,9999-12-31,0,27869,1.6,1.25663706143592,2003-08-19,True,Cosmos-2401,0,
3.7,,10.9878558932101,Rocket Mission Related Object,Cyl,186.0,2.6,5.30929158456675,,,,2006-016D,2033-05-04,0,29110,3.7,10.2101761241668,2006-04-28,,Delta 7420 DPAF (Dual Payload Attach Fitting),0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025PQ,2156-08-31,0,30063,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025SW,2035-05-15,0,30141,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025YU,2158-02-02,0,30283,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025ADH,2100-01-03,0,30394,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025AEG,2059-02-17,0,30417,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025BJV,2045-09-19,0,31191,,,2007-01-11,,Fengyun 1C debris,0,
